1,-6.70247e-05,1.44233e-05,-1.41986e-05
2,-5.29404e-05,-3.41355e-06,-1.92041e-05
3,-8.00287e-06,3.28137e-05,-3.05036e-05
4,1.61314e-05,-4.96645e-05,-5.14728e-05
5,5.55488e-06,5.85234e-05,-3.1978e-05
6,-1.4028e-05,1.62823e-05,3.24081e-05
7,-3.57053e-05,5.58947e-05,3.09413e-05
8,6.25375e-05,1.95208e-05,-4.92393e-05
9,1.0652e-05,1.43935e-05,3.53774e-06
10,-5.02358e-05,5.2171e-06,4.01864e-06
11,-5.85252e-05,2.55933e-05,-2.5311e-05
12,3.60774e-05,-2.36543e-05,-2.84468e-05
13,-3.98755e-05,2.57112e-05,-5.57221e-05
14,-3.97811e-05,7.27867e-05,-7.59467e-06
15,1.86187e-05,0.000101529,4.67497e-05
16,-7.07952e-05,2.05091e-05,-5.1503e-06
17,-6.02476e-06,-5.09241e-05,-2.34668e-05
18,-1.93419e-05,3.59016e-06,-2.6296e-05
19,-1.77713e-05,6.15052e-06,1.36046e-05
20,-6.57752e-05,1.0788e-05,1.84035e-05
21,1.12855e-05,-5.20564e-05,-7.06869e-05
22,2.81512e-05,2.55304e-05,-7.35555e-06
23,-5.50267e-05,-1.16464e-05,-6.84583e-05
24,2.6205e-05,1.44049e-05,1.75206e-05
25,6.7017e-05,1.40291e-05,1.72824e-05
26,-3.00339e-05,4.16398e-05,-4.19196e-05
27,2.4947e-05,-3.21878e-05,-3.03566e-05
28,2.12888e-05,-1.02347e-05,7.95362e-06
29,-7.97593e-06,5.53143e-06,-3.77503e-05
30,1.56752e-05,-4.75218e-05,-1.65199e-05
31,-2.26538e-05,-1.24097e-05,-4.87279e-06
32,3.28511e-05,3.15195e-05,-6.59888e-05
33,8.45998e-06,1.04593e-06,4.34991e-05
34,-6.0656e-06,-3.84914e-05,-2.41967e-05
35,1.69185e-05,5.82508e-05,-3.57392e-05
36,2.40223e-05,8.25607e-06,1.79212e-05
37,-5.31602e-05,3.95478e-06,-3.19304e-05
38,9.09489e-06,1.44031e-05,-6.12747e-06
39,5.67383e-06,6.7477e-07,-3.03406e-06
40,1.87306e-06,1.42612e-05,8.31709e-06
41,-5.37172e-05,4.9159e-06,-2.45287e-05
42,-2.85227e-05,-5.27727e-07,6.68268e-06
43,-2.61069e-06,3.45561e-05,3.40909e-05
44,3.53693e-05,-3.36018e-05,7.82199e-07
45,4.86359e-06,-2.447e-05,9.36053e-06
46,-3.46657e-07,9.98455e-05,-5.48245e-05
47,-1.14504e-05,-3.51818e-05,1.03968e-05
48,-0.000110598,-2.5552e-05,-1.6127e-05
49,-9.48342e-06,4.80989e-05,-3.91174e-05
50,2.01874e-05,-3.86512e-05,3.13096e-05
51,-4.12376e-05,2.06156e-05,-2.32338e-05
52,1.91744e-05,4.4286e-05,3.25517e-05
53,-6.51588e-05,2.28911e-06,5.87114e-06
54,5.24915e-06,4.32348e-05,5.36413e-05
55,-9.15338e-05,-1.31266e-06,-1.19142e-06
56,-1.92469e-05,-8.5554e-05,4.28309e-06
57,-1.88384e-06,-4.69404e-05,2.65603e-05
58,1.24919e-05,-2.25471e-05,2.77862e-05
59,-3.56953e-05,1.48024e-05,-4.58356e-06
60,-4.14493e-05,6.80584e-06,-2.7748e-05
61,-6.28956e-05,3.26058e-05,8.20253e-06
62,8.55492e-06,6.82521e-07,2.41998e-05
63,1.03796e-05,-4.22493e-06,2.174e-05
64,4.20279e-05,-2.12151e-05,-2.89531e-05
65,6.19962e-05,-1.46575e-05,-1.49815e-05
66,-3.12528e-05,1.43194e-05,-1.47779e-05
67,-9.85813e-06,4.22018e-06,2.9132e-05
68,-9.15592e-05,-5.97838e-06,8.93909e-06
69,-6.31769e-05,1.30648e-05,1.72457e-05
70,-4.55127e-05,-5.472e-05,-2.79271e-05
71,2.46253e-05,3.35613e-05,-5.46492e-05
72,-3.97938e-05,7.19358e-05,1.54701e-05
73,-1.57801e-05,-9.65757e-06,1.45981e-05
74,-1.14788e-05,-5.27538e-05,-4.16614e-05
75,-2.8033e-06,-2.28657e-05,9.93326e-06
76,7.10984e-05,1.68165e-05,1.27187e-05
77,-2.72887e-05,-3.84164e-05,3.48026e-05
78,5.64485e-06,7.00901e-05,1.92384e-06
79,-2.5223e-06,-2.95564e-06,-3.98629e-05
80,1.90429e-05,3.73733e-05,2.62287e-05
81,-4.64992e-05,3.58401e-05,-3.96583e-05
82,-1.99818e-05,-1.97597e-05,2.44174e-05
83,-1.75225e-05,1.24823e-05,-1.64216e-06
84,-2.24671e-05,1.14526e-05,-5.80064e-06
85,-4.90672e-06,-1.96121e-06,3.24247e-05
86,-1.97655e-05,3.8357e-05,1.44743e-06
87,-1.83658e-05,2.01139e-05,-4.22919e-05
88,4.62372e-06,-9.3036e-06,-2.53497e-05
89,-1.54361e-05,3.38153e-05,-8.44709e-05
90,-3.33935e-05,7.12326e-06,4.61303e-06
91,2.59725e-05,-4.7418e-05,1.78764e-05
92,1.28888e-05,-1.30983e-05,2.8457e-05
93,-3.28129e-05,-5.73065e-05,-5.47333e-05
94,3.16485e-05,-1.21932e-05,-1.13157e-05
95,-8.28762e-06,-2.98424e-05,-7.50518e-06
96,-2.34315e-06,2.20482e-05,-8.10387e-06
97,8.72218e-05,3.28206e-05,-5.94652e-06
98,-1.8774e-05,-5.88525e-06,-5.30497e-05
99,1.5066e-05,-3.59398e-05,-5.99306e-05
100,-5.64806e-05,1.80543e-05,-3.75276e-05
101,2.93274e-05,-9.67667e-06,-5.80786e-05
102,-1.76953e-05,-5.97994e-05,-7.70689e-06
103,-7.16656e-07,-3.03653e-06,2.83002e-07
104,2.62024e-05,6.95956e-06,-4.8394e-05
105,9.05632e-06,2.06941e-05,-7.61831e-05
106,-5.48204e-05,-5.02181e-05,-7.4716e-05
107,-9.0886e-06,1.39889e-05,-1.83784e-05
108,-4.13092e-05,9.30811e-06,-2.25167e-05
109,4.66182e-05,-4.33172e-05,-5.69854e-05
110,1.62463e-05,1.14498e-05,1.19291e-06
111,3.022e-05,-2.06152e-05,4.77953e-06
112,-1.00362e-05,5.07366e-05,-6.44727e-05
113,-4.23917e-05,-6.86474e-06,-3.56996e-05
114,2.24935e-05,1.99138e-05,2.91961e-05
115,2.85092e-05,5.9049e-05,-3.86848e-05
116,-1.19052e-05,3.91698e-05,4.79029e-06
117,-2.22996e-06,-1.53444e-06,-1.4337e-05
118,-2.1592e-05,-4.22178e-05,-3.23885e-05
119,1.04857e-05,-6.09502e-05,4.7801e-05
120,-4.81874e-05,1.84405e-05,1.49652e-05
121,-5.24118e-05,-1.18866e-05,-2.52649e-05
122,-1.94299e-05,-1.48067e-05,1.79234e-05
123,2.88643e-05,-7.68965e-05,-2.17605e-05
124,-3.88497e-05,6.57377e-06,-3.46921e-05
125,-6.55507e-05,8.58851e-07,-3.49675e-05
126,-3.54721e-05,5.17585e-06,-2.0858e-05
127,-1.21915e-05,-1.93844e-05,-2.11196e-05
128,2.66276e-05,-1.01601e-05,-4.25343e-05
129,1.40836e-05,5.3374e-06,-5.565e-05
130,-2.90186e-05,1.78621e-05,1.14448e-05
131,3.39608e-05,4.7015e-05,-4.67427e-05
