1,3.54822,0.561715,148.834,-0.00244725,-0.00640122,-0.0924835,-0.000965118,0.00608271,0.0970067,0.00489894,-0.00197068,-0.000153855
2,3.5624,0.552605,148.822,-0.00548983,-0.00194257,-0.0844536,-0.000901341,0.00608939,0.0970874,0.00461843,-0.0019677,-0.000327453
3,3.56215,0.552564,148.823,-0.00649626,0.000438461,-0.0922279,-0.000879586,0.006069,0.097011,0.00449363,-0.00213683,-0.000805408
4,3.56149,0.552996,148.822,-0.00511368,-0.00640118,-0.0951834,-0.000927269,0.00611728,0.0969779,0.00343118,-0.000736117,-0.00073202
5,3.56029,0.554127,148.823,-0.0048284,0.00101938,-0.0937128,-0.000893354,0.00605136,0.0969971,0.00343453,-0.00104494,-0.000654161
6,3.56041,0.553775,148.823,-0.00211367,0.00116799,-0.0880089,-0.000915766,0.0060398,0.0970547,0.00465643,-0.00191778,-0.000483543
7,3.56165,0.552582,148.823,-0.00608367,-0.00318112,-0.0910406,-0.000901997,0.00609767,0.0970209,0.00538509,-0.00274777,0.000646897
8,3.56131,0.552153,148.823,-0.00430653,0.0100132,-0.0947351,-0.000847816,0.00597298,0.0969921,0.00311751,-0.00147261,-0.000601634
9,3.55969,0.553279,148.823,0.000631064,0.00412215,-0.0875502,-0.000923157,0.00599945,0.0970618,0.00390131,-0.0010144,-0.000689179
10,3.55986,0.553921,148.822,0.00146102,0.00208306,-0.0915594,-0.000941515,0.00601035,0.0970207,0.00395905,-0.000965223,-0.000625104
11,3.55964,0.554117,148.822,-0.00700143,-0.00119347,-0.0949516,-0.000886083,0.00607961,0.096983,0.00400674,-0.00128075,0.000100024
12,3.56004,0.553688,148.823,0.00370472,0.000891414,-0.0921364,-0.00096643,0.00600886,0.0970148,0.00509005,-0.00201538,-0.000656024
13,3.5606,0.553562,148.823,-0.00590511,-0.000285493,-0.0892115,-0.000890374,0.00607139,0.097041,0.00436623,-0.00115484,-0.000546873
14,3.55969,0.554739,148.822,-0.00719338,-0.00344466,-0.0867414,-0.000897944,0.00610501,0.0970635,0.00358317,-0.000447407,-0.00105202
15,3.55863,0.55551,148.823,-0.00219303,0.000790234,-0.0946531,-0.000919342,0.00603628,0.0969883,0.00338424,-0.00100769,-0.000491738
16,3.55846,0.555263,148.822,-0.000860713,-0.00390539,-0.0959091,-0.000954509,0.00606841,0.0969734,0.00434872,-0.00144504,-0.000347942
17,3.55818,0.555809,148.822,-0.0100524,0.000171242,-0.0929298,-0.000855982,0.00608253,0.0970033,0.00300538,-0.000215694,-0.000493973
18,3.55684,0.556782,148.822,-0.00296246,0.00181237,-0.0909719,-0.000909984,0.0060308,0.0970256,0.00345949,-0.00117645,-0.00086017
19,3.55677,0.556346,148.821,-0.000723101,0.00535446,-0.0942602,-0.000909746,0.00598681,0.0969954,0.00387039,-0.00146739,-0.000913814
20,3.55706,0.556109,148.824,-0.000995845,0.00185962,-0.093442,-0.000925183,0.00601906,0.0970015,0.00455063,-0.00173263,-0.000312924
21,3.55702,0.556693,148.825,-0.0106072,0.00320966,-0.0963726,-0.00083667,0.00605536,0.0969707,0.00370275,-0.000320002,-0.000897795
