10.734237,1,0.000000,0.000000,0.000000,0.000000,-140931.000000,0.000000,0.000000,0.000000,0.000000,0.000000,533.640015,102302.000000,299.000000,0.000000,4.318740,0.124600,23.772163,0.003178,-0.005803,-0.045594,-0.000875,0.002687,-0.000119,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,89.875397,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
10.778980,1,0.000000,0.000000,0.000000,102302.000000,102302.000000,0.000000,0.000000,0.000000,0.000000,0.000000,299.130005,102302.000000,299.130005,0.000000,4.309780,0.147495,23.923101,0.022159,-0.004138,-0.028439,-0.001328,0.001951,0.000599,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,89.852509,0.000000,0.000000,0.000000,1.000000,0.000000,8.096180
10.813948,1,0.000000,0.000000,102302.000000,102302.000000,102302.000000,0.000000,0.000000,0.000000,0.000000,0.000000,299.000000,102302.000000,299.065002,0.000000,4.312897,0.146440,23.922955,-0.008319,0.001092,-0.051943,-0.002406,0.003559,0.000892,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,89.853561,0.000000,0.000000,0.000000,1.000000,0.000000,0.035010
10.855462,1,0.000000,102302.000000,102302.000000,102302.000000,102302.000000,0.000000,0.000000,0.000000,0.000000,0.000000,299.000000,102302.000000,299.043335,0.000000,4.310105,0.149113,23.924513,0.030059,0.006725,-0.023189,-0.001217,0.003760,0.000951,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,89.850883,0.000000,0.000000,0.000000,1.000000,0.000000,0.041500
10.880561,1,102302.000000,102302.000000,102302.000000,102302.000000,102302.000000,0.000000,0.000000,0.000000,0.000000,0.000000,299.000000,102302.000000,299.032501,0.000000,4.313004,0.148600,23.924700,-0.018257,0.002380,-0.031341,0.000293,0.001922,-0.000815,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,89.851402,0.000000,0.000000,0.000000,1.000000,0.000000,0.025095
10.907553,1,102302.000000,102302.000000,102302.000000,102302.000000,102302.000000,0.000000,0.000000,0.000000,0.000000,0.000000,299.000000,102302.000000,299.026001,0.000000,4.313280,0.147834,23.924721,-0.022429,-0.015296,-0.053340,0.001132,0.001092,-0.000267,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,89.852165,0.000000,0.000000,0.000000,1.000000,0.000000,0.026906
10.939837,1,102302.000000,102302.000000,102302.000000,102302.000000,102302.000000,0.000000,0.000000,0.000000,0.000000,0.000000,299.000000,102302.000000,299.021667,0.000000,4.313135,0.144485,23.924255,0.027736,-0.004792,-0.023808,-0.000141,0.001104,-0.000648,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,89.855515,0.000000,0.000000,0.000000,1.000000,0.000000,0.032268
10.972447,1,102302.000000,102302.000000,102302.000000,102302.000000,102302.000000,0.000000,0.000000,0.000000,0.000000,0.000000,299.000000,102302.000000,299.018585,0.000000,4.310898,0.149848,23.926083,-0.011162,0.019847,-0.031906,-0.001320,0.003640,0.000517,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,89.850151,0.000000,0.000000,0.000000,1.000000,0.000000,0.032613
10.998098,1,102302.000000,102302.000000,102302.000000,102302.000000,102302.000000,0.000000,0.000000,0.000000,0.000000,0.000000,299.000000,102302.000000,299.016235,0.000000,4.309796,0.149449,23.926861,0.018130,-0.006592,-0.046686,-0.001315,0.002508,0.000297,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,89.850548,0.000000,0.000000,0.000000,1.000000,0.000000,0.025694
11.025863,1,102302.000000,102302.000000,102302.000000,88781.000000,88781.000000,0.000000,0.000000,0.000000,0.000000,0.000000,299.000000,100799.664062,299.014435,0.000000,4.308088,0.150996,23.928829,0.023575,-0.010772,-0.021198,-0.000171,0.002486,0.000530,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,89.849007,0.000000,0.000000,0.000000,1.000000,0.000000,0.027830
11.079443,1,102302.000000,102302.000000,88781.000000,41308.000000,41308.000000,0.000000,0.000000,0.000000,0.000000,0.000000,299.119995,94850.500000,299.024994,0.000000,4.314181,0.149370,23.929321,-0.007879,0.003863,-0.046134,0.001268,0.000469,-0.000006,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,89.850632,0.000000,0.000000,0.000000,1.000000,0.000000,0.053474
11.103181,1,102302.000000,88781.000000,41308.000000,102302.000000,102302.000000,0.000000,0.000000,0.000000,0.000000,0.000000,299.000000,95527.906250,299.022736,0.000000,4.314207,0.148417,23.929472,0.007323,0.002449,-0.034118,-0.002426,0.002785,0.000921,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,89.851585,0.000000,0.000000,0.000000,1.000000,0.000000,0.023838
11.127561,1,88781.000000,41308.000000,102302.000000,102302.000000,102302.000000,0.000000,0.000000,0.000000,0.000000,0.000000,299.000000,96092.414062,299.020844,0.000000,4.311284,0.150393,23.931242,0.033945,0.001359,-0.046412,-0.001290,0.003207,0.000541,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,89.849609,0.000000,0.000000,0.000000,1.000000,0.000000,0.024275
11.152432,1,41308.000000,102302.000000,102302.000000,104539.000000,104539.000000,0.000000,0.000000,0.000000,0.000000,0.000000,299.000000,96742.156250,299.019226,0.000000,4.315712,0.151455,23.930674,-0.035771,0.026004,-0.046491,0.000451,0.002244,0.000037,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,89.848549,0.000000,0.000000,0.000000,1.000000,0.000000,0.024851
